Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
NIRAMAI Health Analytix,2018,2015.0,"Health Care, Hospital",Seed,1029047.2,"Bengaluru, Karnataka, India",NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,Unknown,1159670.5847056617,1495099.8326506545,1883257.3647739908,1885169.7619912531,2166131.774859429,2560802.0948872445
CloudSek,2018,2018.0,"Information Technology, SaaS, Security",Seed,1558566.43,"Bengaluru, Karnataka, India",Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,Unknown,1883896.0056231627,2384283.9361404935,2654069.668986938,2808212.9988936516,2703569.772656383,3170568.3307282077
Lendbox,2018,2015.0,"Crowdfunding, Financial Services, Internet",Seed,1413682.77,"New Delhi, New Delhi, India",Lendbox is India's leading peer-to-peer lending online lending platform.,Unknown,1942896.6388195127,2506928.9205603497,2139093.991520444,2349960.376146809,2376990.9446788905,2848645.617628771
Verloop,2018,2015.0,"Customer Service, Information Technology, Internet, Sales Automation",Series A,1812192.17,"Bengaluru, Karnataka, India",Verloop is an automated customer support and engagement platform.,Unknown,2088833.3324805207,2560229.0134575265,3485914.8673931374,3793971.6377970492,3098369.6676187078,4147139.6080763577
Flickstree,2018,2015.0,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming",Seed,1161707.32,"Mumbai, Maharashtra, India","Flickstree is a smart video content aggregator, powered by Artificial Intelligence.",Unknown,1426703.4844827685,1985588.9144750969,1873774.9527735629,1848222.7140436254,2313117.764891594,2828729.697719225
Paymatrix,2018,2012.0,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",Seed,1635836.52,"Hyderabad, Andhra Pradesh, India",India's Leading Property Rent management platform,Unknown,1964045.2812403722,2853863.2755407873,2625654.3164767157,2676045.4180377997,3307140.586223252,3298217.5669614817
Idha Skin Clinic,2018,2019.0,"Beauty, Cosmetics, Health Care, Service Industry",Seed,1441594.82,"Bengaluru, Karnataka, India",Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,Unknown,2259019.2629882228,1999375.267277362,2485339.2784813275,2382804.0183650046,2401033.7791749453,2783743.918536567
InCred,2018,2016.0,"Banking, Finance, Financial Services",Private Equity,1868060.24,"Mumbai, Maharashtra, India",InCred Finance is a mumbai-based non-banking financial company,Unknown,2885152.3783104927,2791950.2913600467,2644777.4423969225,3489243.1169748213,3105870.96223796,4471800.134328062
Vedantu,2018,2015.0,"EdTech, Education, Mobile, Tutoring",Series B,1135488.56,"Bengaluru, Karnataka, India",Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,Unknown,1838687.8328378005,1893593.7592216637,1965682.1555476217,1994424.6239377353,1965152.9339495515,2531979.4212907893
Sportido,2018,2010.0,"Social Media, Sports",Seed,659812.15,"Noida, Uttar Pradesh, India",Sportido is a sports discovery app that helps you find people and places to play 700+ sports around you.,Unknown,767154.2741049596,936113.8066917717,1169241.4360933315,1352903.8499707072,1086773.6539497436,1474636.2857749602
Stelis Biopharma,2018,2019.0,Biopharma,Series B,1857163.55,"Bengaluru, Karnataka, India",Stelis Biopharma is a vertically integrated biopharmaceutical company,Unknown,2900135.766823069,3130826.6891471287,3048965.068791689,3248047.1285311226,4040747.186602296,3435983.778494853
Magicpin,2018,2015.0,"E-Commerce, E-Commerce Platforms, Retail",Series C,1576501.3,"Gurugram, Haryana, India","Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",Unknown,1591495.198502713,2634078.224311385,2806233.214652632,3151370.389274936,3461561.539661266,3681062.538328693
Try & Buy,2018,2016.0,"E-Commerce, Fashion, Shopping",Seed,1617518.54,"New New Delhi, New Delhi, India",Try & Buy,Unknown,2703676.5876302393,2782293.0162049006,3012638.3326251027,3241972.27817305,2738417.791634998,3905781.4646114875
Mech Mocha,2018,2017.0,"Digital Entertainment, Mobile, PC Games",Series B,723377.53,"Bengaluru, Karnataka, India",Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,Unknown,969004.844754434,1315015.0074846526,1222312.8926343436,1437963.374664483,1256204.143287599,1482984.7052021588
Aye Finance,2018,2016.0,"Finance, Financial Services, Small and Medium Businesses",Debt Financing,700074.62,"Gurugram, Haryana, India",Aye Finance provides financial services to micro and small businesses in Northern India.,Unknown,1111886.240555548,1098988.237026496,1268147.3397578842,1300124.840972069,1490949.6246811168,1732909.6891614948
Aldopay,2018,2020.0,Mobile Payments,Seed,807094.79,"Chennai, Tamil Nadu, India",Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,Unknown,1041386.80463089,1281557.2187949838,1583106.9068368848,1316448.7207521785,1315705.1333669422,1767302.3164081227
Detect Technologies,2018,2020.0,"Artificial Intelligence, Energy, Oil and Gas",Series A,702700.29,"Chennai, Tamil Nadu, India",Completely automated remote control system.,Unknown,1051027.2112559252,1200569.3403740488,1032008.1535842629,1057871.534015716,1173156.6235897865,1626234.7349087761
Signzy,2018,2015.0,"Computer, FinTech, Risk Management, Software",Series A,1814441.28,"Bengaluru, Karnataka, India",Signzy are creating 'building blocks for a Digital Trust system.,Unknown,2119101.71892715,2467710.484669355,3367591.2337351576,3807592.0128649618,2992725.1351054385,4083405.440646857
CashRich,2018,2012.0,"Apps, Financial Services, FinTech",Seed,1499175.14,"Mumbai, Maharashtra, India",A Mumbai-based fin-tech startup,Unknown,1736843.7381535328,2846100.5714716488,2288887.598849336,2722997.0109268106,3118988.161611531,3107795.543141385
Cloudnine Hospitals,2018,2015.0,"Child Care, Health Care, Hospital, Medical, Women's",Private Equity,567675.05,"Bengaluru, Karnataka, India",Cloudnine is an Indian chain of women and child care hospitals.,Unknown,643878.1157229755,780273.6600105251,820546.1725019239,1140866.4644369688,953079.9254991942,1385323.1529079073
CropIn Technologies,2018,2012.0,"Agriculture, Mobile",Series B,999028.97,"Bengaluru, Karnataka, India","To discover, develop and deliver innovative solution in Agtech Space",Unknown,1296183.2751394722,1814559.6462919908,1546387.220030599,1931204.9857627696,1885424.423359467,1969574.8304793756
Billdesk,2018,2016.0,"Finance, FinTech, Payments, Property Development, Rental",Venture - Series Unknown,596690.13,"Ahmedabad, Gujarat, India","BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",Unknown,811005.3569213881,1070474.9032202607,1160604.6311849589,905534.2700609622,995267.647378477,1197040.0660449313
Yaantra,2018,2017.0,"Information Services, Information Technology, Mobile, Software",Debt Financing,1512312.33,"New Delhi, New Delhi, India","Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",Unknown,2237363.7524721213,2522187.861457648,2628235.1334134378,2470985.670279531,2479641.482687628,3361295.4488872597
TECHBOOZE,2018,2018.0,Education,Seed,1625255.75,"New New Delhi, New Delhi, India","Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",Unknown,2014305.5462354023,2822840.298144489,2758913.7270665327,3025956.2503962796,3291201.5158607448,4025489.359171473
HealthifyMe,2018,2018.0,"Apps, Fitness, Health Care, mHealth",Series B,854687.52,"Bengaluru, Karnataka, India",HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,Unknown,916054.9846846834,1279946.436113724,1534962.91324283,1500153.9743396088,1481931.1674172329,1651029.285699878
hoi foods,2018,2016.0,"Food and Beverage, Food Delivery",Seed,1773261.64,"Gurugram, Haryana, India",India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,Unknown,2153400.24654456,3322176.914119046,2546105.5203055865,2884184.0880982033,3203541.5453227875,3596321.3880081587
Perpule,2018,2014.0,"Apps, Payments, Retail",Series A,1460135.19,"Bengaluru, Karnataka, India",Perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,Unknown,2217367.7428447194,2312349.1485132757,2402755.020569644,2928932.7350903302,2822880.577339,3356563.871044461
Royal Sundaram General Insurance Co. Limited,2018,2019.0,"Health Insurance, Insurance, Life Insurance",Corporate Round,1542072.93,"Kalpakkam, Tamil Nadu, India","Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",Unknown,2338580.400017367,2427451.503479577,2304394.7361882254,2701464.4638267756,2669257.3615380763,3323969.9012352685
CleanseCar,2018,2015.0,Automotive,Angel,1338442.78,"Bengaluru, Karnataka, India",CleanseCar is a company provides Washing and Repair Services.,Unknown,1875143.5135069017,2536568.3426720933,2479687.5421628268,2080874.2117179988,2571229.4080320615,2882296.765414349
DRIVEU,2018,2020.0,"Rental, Taxi Service, Travel",Venture - Series Unknown,1260303.26,"Bengaluru, Karnataka, India",DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,Unknown,1285261.1831601798,1721749.8982274013,2216599.280323858,2072817.1435222942,2216589.924495363,3084847.3026492465
Spinny,2018,2012.0,"E-Commerce, E-Commerce Platforms, Internet, Retail",Series A,627747.15,"Gurugram, Haryana, India",Used cars marketplace in India. Ushering new era of transparency and convenience.,Unknown,732355.4546906087,885581.731815194,885129.1700430313,1305137.3153954078,1101890.2991982126,1156597.91051238
Asset Reconstruction Company (India) Ltd.,2018,2017.0,"Financial Services, Professional Services",Secondary Market,589174.01,"Mumbai, Maharashtra, India",Asset Reconstruction Company (India) Ltd. operates as a asset reconstruction company.,Unknown,874886.8638633544,888386.2433872366,1156756.733362657,885879.1705844848,982480.5497335943,1338355.907417606
Med365 Healthcare,2018,2016.0,Health Diagnostics,Seed,1202336.9,"Jaipur, Rajasthan, India","Wellness, Specialised Testing, Healthcare at Home",Unknown,1586019.0989507206,1627888.5783446077,2014013.400786684,2124228.4421709995,2480679.9887014288,2180241.867207632
Dunzo,2018,2015.0,"Customer Service, Messaging, Mobile Apps, Personalization",Debt Financing,869545.63,"Bengaluru, Karnataka, India",Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,Unknown,1315130.0826514023,1435256.3389280813,1271369.5799044273,1815372.6265879122,1525554.0349856643,1830251.7080934683
Mobile Premier League (MPL),2018,2019.0,"Gaming, iOS, Sports",Series A,1913828.45,"Bengaluru, Karnataka, India",Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,Unknown,2748598.4073518,2560916.2661112756,3022927.6907761996,3373397.1599924346,3975522.4555107006,4498312.092495102
WalMart India,2018,2015.0,Retail,Venture - Series Unknown,1820581.31,"Gurugram, Haryana, India","Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,",Unknown,2323113.1327133034,2727570.316110559,3162020.391972756,2893953.647992971,3073537.7894610963,3449148.370393875
Cred,2018,2018.0,Fintech,Seed,1755393.16,"Bengaluru, Karnataka, India",Cred is a platform to celebrate and reward the most creditworthy people of India.,Unknown,2024828.9190564172,3113473.1452163747,2775816.7880442245,3502684.527852447,2895808.4537598495,3367669.369207632
Meesho,2018,2017.0,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",Series C,508151.14,"Bengaluru, Karnataka, India","Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",Unknown,637653.0956030405,835002.863283306,770862.9875254184,1017226.8494741991,896309.6980044073,976357.8083291709
BhaskarGuru,2018,2019.0,Search Engine,Seed,1620379.26,"Bhopal, Madhya Pradesh, India",Bhaskarguru.com is your local search Engine,Unknown,2260051.2271670015,2435259.939071971,2416284.8494578535,2543779.534120096,2943897.346689075,3744865.4557007574
Gugu,2018,2008.0,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",Seed,946983.03,"Coimbatore, Tamil Nadu, India",Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,Unknown,1537685.8886140678,1572802.741382489,1802812.45424219,1858395.6971348033,1646841.7476281323,1799475.2198154829
FarmTaaza,2018,2020.0,"Agriculture, Farmers Market, Farming",Series A,1583765.96,"Bengaluru, Karnataka, India",Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,Unknown,2458125.898683287,2425632.4086610572,2803276.150561512,2931390.8033548463,2765380.8547808747,3466102.2014499083
Vizzbee,2018,2014.0,"Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",Pre-Seed,514474.21,"Bhopal, Madhya Pradesh, India",Autonomous Drone Solutions for last mile delivery as well as search and rescue,Unknown,753291.5555235528,812677.4536535462,1018650.6333956516,849388.1396590343,878069.4124522093,1074465.8521317996
BIGPHI TECHNOLOGIES PVT. LTD.,2018,2018.0,Fashion,Angel,1799749.17,"Bengaluru, Karnataka, India",BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,Unknown,2991020.814730463,2685596.636662819,2559902.590917247,2928040.4873267985,3074988.0947357607,3328598.921768546
Mobycy,2018,2018.0,"Fitness, GreenTech, Internet of Things, Mobile Apps, Ride Sharing, Transportation",Angel,764758.56,"Gurugram, Haryana, India",India's 1st Dockless Bicycle Sharing App,Unknown,768764.8628136048,1070250.1482442631,1502267.9827744076,1484949.8704103557,1579144.39963456,1679706.2675959663
Traveo Soft Pvt. Ltd.,2018,2020.0,"Mobile, Software, Travel",Undisclosed,1319120.65,"Bengaluru, Karnataka, India",AI based Business Travel & Expense management,Unknown,2213846.8513467796,1780215.8389588154,2464626.812656621,2232623.0873241075,2746875.7766470416,2622769.2713837028
Em Personal Care,2018,2019.0,Cosmetics,Seed,1527726.99,"Worli, Maharashtra, India",Em Personal Care is a Cosmetic products manufacturing Company.,Unknown,1655170.6709386432,2419089.951517361,2344955.6143146493,2903718.124477648,2794662.4918900593,3282894.691953296
Lucideus,2018,2016.0,"Consulting, Cyber Security, Network Security",Venture - Series Unknown,980282.7,"New New Delhi, New Delhi, India","Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",Unknown,1508172.4898362767,1648132.8060957927,1824067.5527098228,1675970.0141433375,1985715.0457883899,2421995.052104372
Eupheus Learning,2018,2017.0,"E-Learning, EdTech, Education",Seed,1924183.19,"New Delhi, New Delhi, India",Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,Unknown,2536936.3834318183,3349780.237642164,2790101.2053178297,3912726.8500563973,3562355.6160778543,3749816.6425632625
GamingMonk,2018,2018.0,"eSports, Gaming, Video Games",Series A,1688430.92,"New New Delhi, New Delhi, India","GamingMonk is an eSports gaming company based out of New Delhi, India.",Unknown,2849889.8388303802,3043602.9222299415,3253058.3751373356,3231267.7837015605,3371965.5293317423,3233466.7339923605
Sukkhi Jewellery,2018,2018.0,"Fashion, Jewelry",Venture - Series Unknown,914280.89,"Mumbai, Maharashtra, India",Sukkhi Jewellery is a Contemporary fashion jewellery brand.,Unknown,973765.1510348888,1692249.1724564917,1469878.5458127721,1765472.6255150184,1806627.7484976698,2098634.235900271
INDwealth,2018,2015.0,Financial Services,Seed,1448796.04,"Gurugram, Haryana, India",INDwealth is an Artificial Intelligence (AI) powered wealth management company,Unknown,1600152.7996679218,2387983.843005801,2739913.209112719,3010522.0937219374,2617773.244120195,2972384.457222389
Medikabazaar,2018,2014.0,"B2B, Medical Device",Series A,1428840.79,"Mumbai, Maharashtra, India",India's largest medical and surgical supplies marketplace,Unknown,1908010.5678098702,2569770.70703891,2584366.5148762967,2151405.3360232376,2945352.550040339,3339494.6556775095
NIRA,2018,2015.0,"Credit, Financial Services, FinTech, Lending",Seed,509544.37,"Bengaluru, Karnataka, India","NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Unknown,705538.3916509065,667882.8329408761,759675.3821601967,1049585.4538498858,959733.0321262924,973499.8212196326
Duroflex Pvt. Ltd.,2018,2014.0,"Consumer Goods, Manufacturing",Private Equity,1865060.8,"Alleppey, Kerala, India",Duroflex Pvt. Ltd. operates as a dominant mattress player.,Unknown,2775456.266558949,2584297.8612423423,3069761.0114875766,3133252.8966352264,3642248.6305913096,3361281.6513302964
Clensta,2018,2018.0,"Biotechnology, Health Care, Wellness",Seed,1400190.78,"New New Delhi, New Delhi, India",A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Unknown,2362155.5832089703,2432166.758974629,2227719.893744824,2773673.501732483,3033504.6575571243,2666338.6135121137
Jetbrain Robotics,2018,2017.0,"Health Care, Hospital, Medical, Robotics",Seed,1847145.77,"Gurugram, Haryana, India","Jetbrain Robotics is Hong Kong / Gurgaon based company, building advanced robotic transportation solutions for multi speciality hospitals.",Unknown,2268434.2234839397,3084006.6757870256,3623616.1982253473,3747125.257544608,4047016.0572092845,3445009.075623051
Medimetry,2018,2019.0,Health Care,Seed,1415570.49,"Haryana, Haryana, India","MediMetry is an online platform where patients can consult specialists doctors online - from anywhere, at anytime.",Unknown,2360520.9258150165,1981169.0552340527,2729069.137478885,2624351.1448899587,3081430.0556664397,3509302.6741499878
Healthkart,2018,1999.0,"E-Commerce, Fitness, Health Care",Venture - Series Unknown,661490.56,"Gurugram, Haryana, India","The one stop shop for health, fitness & beauty.",Unknown,1094242.0425023553,1215327.6278468578,1311069.1361370452,1024152.7284672341,1204496.83632171,1295956.4213178966
Indiabulls Ventures,2018,2015.0,"Financial Services, Venture Capital",Post-IPO Equity,1514250.1,"Mumbai, Maharashtra, India",Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,Unknown,2286123.6337184617,2070226.4739685894,2333768.7894602865,2718469.256874153,2605452.842417628,3422976.650684042
Vistara,2018,2014.0,Aerospace,Private Equity,525294.02,"Haryana, Haryana, India",Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),Unknown,872778.8114238955,823291.9886370731,873847.844342518,811909.4206559921,1117044.2377313457,1243212.3941845372
ClearTax,2018,2015.0,"Accounting, Apps, FinTech",Series B,1250923.82,"New New Delhi, New Delhi, India",ClearTax India helps individuals prepare and e-file their Income Tax Return online.,Unknown,1448985.8005257796,2090969.5126729165,2141299.638109136,2090187.8834994019,2715724.1444987613,2965874.179308609
Shuttl,2018,2008.0,"Apps, Mobile, Transportation",Debt Financing,534179.59,"Gurugram, Haryana, India","Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",Unknown,540479.4410116957,914136.2682974117,958494.4872892187,822650.7266781605,1005663.3962759329,1065740.4157042922
GuruQ,2018,2017.0,Reading Apps,Seed,936314.84,"New New Delhi, New Delhi, India",A one of its kind digital integrated platform connecting tutors and students.,Unknown,996928.4029614644,1360963.4435737412,1613903.5831235412,1866870.6053794748,1905997.7724871216,1785172.4587716525
Azure Power,2018,2014.0,"Energy, Renewable Energy, Solar",Post-IPO Equity,1941278.26,"New New Delhi, New Delhi, India","Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",Unknown,2910856.029246457,3100514.424541255,3609545.7772342823,3287188.282734055,4222715.645755868,4639295.391411421
Cube,2018,2017.0,"Banking, Financial Services, FinTech",Series A,1847221.45,"Mumbai, Maharashtra, India",Cube is consumer banking focused fintech company.,Unknown,2114073.163948624,3080893.9782050536,3041469.485295469,3138145.7339360323,3224931.639317845,3991237.9637463614
RAHI Care,2018,2012.0,"Health Care, Hospital",Venture - Series Unknown,1073447.22,"Chandigarh, Chandigarh, India",RAHI Care is a Health Care company.,Unknown,1781222.772261631,1412636.262186172,1836214.6900619748,1704722.8821844305,2231241.8792451588,1990723.4123103544
Mynvax,2018,2016.0,Biotechnology,Angel,1647726.71,"Bengaluru, Karnataka, India",Mynvax is a biotech Company.,Unknown,1963010.9163837,2410499.1360774473,2559902.9255824834,2950719.5322206025,3082265.2876252974,3891367.042043389
Loans4SME,2018,2017.0,Financial Services,Seed,899768.95,"Mumbai, Maharashtra, India",Loans4SME is an alternative lending platform.,Unknown,1483593.5514699903,1650741.5689336807,1463609.5517380582,1506362.0352584112,1827927.75598398,2012223.6266021375
UpCyclersLab,2018,2015.0,"Apps, Education, Retail",Seed,531645.85,"Mumbai, Maharashtra, India",UpCyclersLab is a startup that makes sustainability-based learning tools for children above the age of five.,Unknown,638873.6473254528,852917.4425791361,956784.2623765663,934306.4973064536,933611.8979975836,1247746.894476807
Cellerite Systems,2018,2017.0,Electric Vehicle,Seed,1824404.42,"Hyderabad, Andhra Pradesh, India",Cellerite Systems is a charging solutions provider for electric vehicles.,Unknown,2142543.563275623,2940518.532366292,2677376.656417216,2741697.439202594,3989722.9559316193,4024015.6685032765
Taru Naturals,2018,1994.0,"Agriculture, Farming",Seed,1822340.57,"Mumbai, Maharashtra, India",Taru Naturals is a network that connects farmer communities with clean technology and renewable energy.,Unknown,2440344.870902442,3173521.742386171,2905723.183379027,3210799.041413592,3423456.802443085,3500687.735047751
LetsMD,2018,2011.0,"Fitness, Health Care, Wellness",Seed,1558107.53,"New New Delhi, New Delhi, India",LetsMD.com is a marketplace for elective surgeries,Unknown,2174417.0989928045,2171179.224717374,3100014.1255688877,3122985.7104532258,2594903.472580676,3614908.64199455
Twenty Two Motors,2018,2006.0,"Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",Corporate Round,560632.82,"Haryana, Haryana, India",Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,Unknown,689108.2111886708,782510.5971298111,1048639.8958570098,1077016.841232893,1051539.920684712,1326506.7572684255
Truebil,2018,2019.0,"Automotive, E-Commerce, Marketplace",Series A,1882333.34,"Mumbai, Maharashtra, India","Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",Unknown,2513892.251589023,2962679.5000608936,3093224.297655441,3608860.2124610553,3300505.9114589216,3844000.024125445
FarmersFZ,2018,2015.0,Agriculture,Seed,937794.1,"Kochi, Kerala, India",FarmersFZ is an online venture for fresh and safe vegetables and agri products.,Unknown,1212325.6493443858,1664904.5471460694,1697686.8787392075,1836590.541942008,1595244.5294909757,1896252.50750835
Worxogo,2018,2015.0,Information Technology,Series A,1293373.8,"Bengaluru, Karnataka, India",worxogo’s is a pioneering persuasive technology products align employee behaviours .,Unknown,1920909.3027992607,2283491.9118809914,2280646.880754795,2242881.1097557694,2222705.3887532605,2548291.0974588934
Vivish Technologies (myGate),2018,2012.0,"Apps, Information Services, Information Technology",Series A,1761005.99,"Bengaluru, Karnataka, India",India's leading mobile based security management solution .,Unknown,2316108.61400677,2292945.406546192,3234091.762695717,2737631.789477941,3595947.719396074,3555145.1371236574
Singularity Dynamics,2018,2017.0,Artificial Intelligence,Seed,1028583.05,"Bengaluru, Karnataka, India",Singularity Dynamics is a Chip-design testing startup.,Unknown,1721057.0145123145,1681840.753566291,1752115.410349466,1778480.605270742,1975643.530542248,2068491.5797570522
Virtual MetalStreet(MetalStreet),2018,2019.0,"B2B, Marketplace",Angel,1357410.27,"Bengaluru, Karnataka, India",Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,Unknown,1904974.4397448068,2408771.6278690523,2588435.7341731573,2224495.2243350702,2858341.2573056836,2774659.455682432
Veritas Finance,2018,2014.0,Financial Services,Venture - Series Unknown,1229074.93,"Guindy, Tamil Nadu, India",Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,Unknown,1378444.3554333865,1614137.933194164,2299598.01990683,1880742.34739061,2475239.390526967,2478088.0620502555
Manjushree Technopack,2018,2013.0,Packaging Services,Private Equity,1484547.33,"Bengaluru, Karnataka, India",Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia.,Unknown,2414865.7162523093,2238924.142375898,2863281.6544772666,2428216.715436346,2661115.8334522424,2818369.484559084
GoZefo,2018,2017.0,"Computer, Furniture, Software",Venture - Series Unknown,1646041.87,"Bengaluru, Karnataka, India",Startup working on a white space in the eCommerce industry.,Unknown,2062206.4301595043,2826433.870704914,3123781.878349882,2718572.8418323738,3178274.3640739275,3463721.109999717
Zomato,2018,2016.0,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",Secondary Market,1366772.82,"Gurugram, Haryana, India",Zomato is a search app offering detailed information for restaurants as well as online food delivery.,Unknown,1740126.0772881533,2155588.5797944497,1967789.2157644965,2716656.733285992,2756597.587844497,2608397.576733558
Innov8 Coworking,2018,2018.0,"Collaboration, Communities, Coworking, Real Estate",Seed,1613741.73,"New New Delhi, New Delhi, India",Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,Unknown,1959239.5345892236,2276399.68091512,2495251.6324489205,2829522.182006375,3003061.350318671,3150418.2775441837
RevFin,2018,2016.0,"Accounting, Banking, Finance",Seed,1892247.19,"New Delhi, New Delhi, India",RevFin is a digital lending company.,Unknown,2791207.656107182,2547124.674313019,3532733.6976193916,3473866.7360305805,3100934.4448933727,4580911.504864753
Lavelle Networks,2018,2017.0,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",Venture - Series Unknown,1937376.09,"Bengaluru, Karnataka, India",Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,Unknown,2722182.3740735627,3081456.7140803854,3640349.884653201,3698809.2805715348,3821889.9162367447,4662302.0455338
Blackbuck,2018,2015.0,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",Series D,1507877.83,"Bengaluru, Karnataka, India",Blackbuck is a logistics startup based in India.,Unknown,2136946.6920473874,2551136.808082283,2713533.0285918284,2747192.394515426,2835167.611521853,3664706.742887952
Cardekho,2018,2010.0,"Automotive, E-Commerce, Information Services",Series C,1931591.65,"Gurugram, Haryana, India",Cardekho is a car search venture that helps users buy cars that are right for them.,Unknown,3122882.692743,2626088.142554449,3285269.9087957167,3919041.1501740245,3936561.5731081483,3549812.7791045774
ElasticRun,2018,2019.0,"Delivery, Logistics, Transportation",Series B,1934546.74,"Pune, Maharashtra, India",ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,Unknown,3242433.256943407,3169900.3207440963,2936113.4091240894,3443272.0667860457,3949439.416204629,4456484.128411746
Droom Technology Private Limited,2018,2015.0,"Automotive, E-Commerce Platforms, Marketplace",Series E,1883797.04,"Gurugram, Haryana, India",Droom is a marketplace for automobiles and automobile services.,Unknown,2238886.452320857,3429980.593233107,3461803.968645794,3171143.3819544087,3154830.849724033,4224408.665709327
Vogo Rentals,2018,2018.0,"Last Mile Transportation, Railroad, Transportation, Travel",Debt Financing,934498.31,"Kormangala, Karnataka, India",Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips.,Unknown,1398738.768332468,1551156.3083121565,1504937.6677574192,1408011.1804252602,1853478.9335985885,1830986.3424995649
InnerChef,2018,2017.0,"Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",Venture - Series Unknown,779967.74,"Gurugram, Haryana, India",InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive.,Unknown,1274982.0855070942,1150036.8992572222,1165855.4035264205,1219125.2873675886,1314656.5526618732,1489276.3814239956
LivQuik,2018,2013.0,"FinTech, Mobile, Mobile Payments, Payments, Retail Technology",Corporate Round,1515463.99,"Mumbai, Maharashtra, India",LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,Unknown,2228363.7722036345,2075091.4352162897,2424532.8810959035,2390167.462856043,2514376.7686680825,3316377.150249387
Disprz,2018,2015.0,"E-Learning, Education",Debt Financing,1911690.34,"Chennai, Tamil Nadu, India","Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",Unknown,3203114.799211689,3179825.1241419176,3410436.492028912,3678292.2378740055,3947901.390031192,3782837.49048034
9stacks,2018,2006.0,"Online Games, Software",Series A,1862218.45,"New Delhi, New Delhi, India",Online gaming startup.,Unknown,2089845.60989559,3258156.9580589985,3431216.7738477103,3871447.978728538,3154505.136172272,4456034.960430923
