Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Revenue,Location,About Company,Investors
Expertrons,2021,2000.0,EdTech,Unknown,27058.82,46455.87961795410,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels"
Rage Coffee,2021,2018.0,Food & Beverages,Unknown,58823.53,253773.22077926200,New Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",Sixth Sense Ventures
Klub,2021,2017.0,Financial Services,Unknown,235294.12,514874.2109073750,Bengaluru,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,"9Unicorns, Sequoia Capital India’s Surge"
Navia Life Care,2021,2019.0,Healtcare,Unknown,11764.71,24627.266859722100,New Delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,"Anicut Angel Fund, 9 Unicorns"
1K Kirana Bazaar,2021,2017.0,Retail,Unknown,82352.94,241194.37897363300,Gurugram,India's First and Largest Network of Small-Town Kirana Stores,"Info Edge, FalconEdge"
Zupee,2021,2020.0,Gaming,Unknown,352941.18,699062.1761353350,Gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications","WestCap Group, Tomales Bay Capital"
Locale.ai,2021,2016.0,Location Analytics,Unknown,11764.71,38651.20326054230,Bengaluru,Location Analytics for Companies With Moving Assets and Ground Operations.,"Chiratae Ventures, Better Capital"
VerSe Innovation,2021,2017.0,Media,Unknown,5294117.65,21234152.4389114,Bengaluru,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.","Siguler Guff, Baillie Gifford"
MetroRide,2021,2018.0,Transportation,Unknown,323398839173535.44,1040962983822011.2,Bengaluru,"Urban Mobility Affordable, Punctual & Sustainable.",Unknown
Miko,2021,2020.0,Consumer Electronics,Unknown,329411.76,934103.5199818080,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures"
Whiz League,2021,2016.0,EdTech,Unknown,3529.41,8384.409412526570,New Delhi,Revolutionizing learning experience that goes beyond academia,ITI Growth Opportunities
Hash,2021,2010.0,Tobacco,Unknown,41176.47,62462.89366371350,New Delhi,Hash is a new startup in consumer goods.,Amrac Investment Trust
Unacademy,2021,2018.0,EdTech,Unknown,323398839173535.44,744052482871601.2,Bengaluru,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,Bhavin Turakhia
Log 9 Materials,2021,2015.0,Deeptech,Series A+,100000.0,211793.21861921400,Bengaluru,Log9 Materials is on a mission to make global energy 100% clean.,Amara Raja Batteries
upGrad,2021,2019.0,EdTech,Unknown,294117.65,1342865.8606397400,Mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",India Infoline Finance
FlashPrep,2021,2019.0,EdTech,Pre-seed,5882.35,29352.40158221310,Bengaluru,FlashPrep is the smart way to master learning.,Venture Highway
Kenko Health,2021,2019.0,Insuretech,Pre-series A,20000.0,38885.3825409955,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience","BEENEXT, Orios"
Wiz Freight,2021,2018.0,Logistics & Supply Chain,Seed,41176.47,170248.6113507260,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",Axilor
Credgenics,2021,2019.0,Financial Services,Series A,294117.65,1164388.3753632200,New Delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,"Westbridge Capital, Tanglin Venture Partners"
BlueLearn,2021,2020.0,EdTech,Pre-seed,4705.88,10080.346017326600,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
NimbleBox.ai,2021,2018.0,MLOps platform,Seed,11764.71,23989.904173319300,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,Venture Catalysts
Pickrr,2021,2020.0,Logistics & Supply Chain,Series B,141176.47,253339.9012050660,Gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,"IIFL, Amicus Capital, Ananta Capital"
Stellaris Venture Partners,2021,2018.0,Venture Capital,Unknown,2647058.82,5581006.352438920,Bengaluru,Early-stage tech VC in India.,Unknown
Grip Invest,2021,2020.0,Financial Services,Series A,35294.12,164397.6834952590,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.","Venture Highway, Endiya Partners"
Heads Up For Tails,2021,2020.0,Pet care,Series A,435294.12,833985.6852885580,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish","Verlinvest, Sequoia Capital India"
Blue Tokai Coffee Roasters,2021,2020.0,Food & Beverages,Pre-series B,23529.41,70453.48524064420,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",Anicut Angel Fund
Neeman,2021,2015.0,Consumer Goods,Series A,23529.41,73929.12020261720,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,Sixth Sense Ventures
BharatPe,2021,2018.0,FinTech,Series E,4352941.18,20301972.565180300,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",Tiger Global
GoSats,2021,2017.0,FinTech,Seed,8235.29,39343.64226795130,Bengaluru,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
StockGro,2021,2016.0,FinTech,Pre-series A,58823.53,116411.61569787000,Bengaluru,Making Investment Social- India's First Social Trading Platform,"Roots Ventures, Velo Partners"
Onsurity,2021,2018.0,Healthcare,Series A,188235.29,747614.9596962640,Bengaluru,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",Nexus Venture Partners
Khabri,2021,2020.0,Media,Pre-series A,23529.41,79645.15198277950,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,Unknown
Celcius,2021,2016.0,Logistics,Unknown,5882.35,11746.908324001300,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,"Mumbai Angels Network, Huddle, Lumis Partners"
AyuRythm,2021,2015.0,Healthcare,Seed,323398839173535.44,534787612172348.56,Bengaluru,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,SucSEED Indovation Fund
Enguru,2021,2020.0,EdTech,Pre-series A,323398839173535.44,1174537643643779.5,Bengaluru,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
Rocket Skills,2021,2015.0,EdTech,Pre-seed,2352.94,7568.177319373110,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,"Better Capital, First Cheque, Titan Capital"
RenewBuy,2021,2020.0,FinTech,Series C,117647.06,323256.30900167000,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",Evolvence Capital
Faarms,2021,2018.0,AgriTech,Seed,23529.41,47765.486713704100,Bengaluru,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,Unknown
UrbanMatrix Technologies,2021,2020.0,Drone,Unknown,1176.47,3169.590438739640,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,SARA ELGI
Jupiter,2021,2012.0,Banking,Series B,517647.06,1969780.874747040,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.","Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
Pixuate,2021,2015.0,Deeptech,Seed,11764.71,21159.00559199690,Bengaluru,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",SucSEED Indovation Fund
Playo,2021,2020.0,SportsTech,Pre-series A,5882.35,13070.982367467200,Bengaluru,Playo is a one stop destination app for all things sports,ah! Ventures High Tables
Toothsi,2021,2016.0,Health,Series B,235294.12,812831.9117579870,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,"Eight Roads Ventures, Think Investments, Mankekar Family Office"
Soothe Healthcare,2021,2018.0,Consumer Goods,Series C,117647.06,497460.2094200020,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",A91 Partners
Goodmeetings,2021,2017.0,Computer software,Series A,20000.0,95780.12511271420,Bengaluru,AI-Based Platform Built Exclusively for Remote Selling,Chiratae Ventures
Apnaklub,2021,2019.0,Wholesale,Seed,41176.47,84080.85857006500,Bengaluru,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,Sequoia’s Surge
ChefKart,2021,2017.0,Consumer Goods,Pre-seed,3529.41,16652.899532370900,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.","Lead Angels, Titan Capital, Pravega Ventures"
Fashinza,2021,2015.0,Apparel & Fashion,Series A,235294.12,1128932.0662621400,Gurugram,A new-age supply chain and product development platform for the fashion industry.,"Accel Partners, Elevation Capital"
Fabheads,2021,2012.0,Industrial Automation,Pre-series A,323398839173535.44,1569178413758823.0,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
QuickShift,2021,2014.0,Logistics & Supply Chain,Seed,9058.82,41289.6059614557,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support","Anicut Angel Fund, Axilor Ventures"
StackBOX,2021,2019.0,Logistics & Supply Chain,Unknown,14117.65,28449.654167288300,Bengaluru,DISTRIBUTION SIMPLIFIED,"Ecosystem Ventures, CMM group"
MedPrime Technologies,2021,2011.0,Healthcare,Seed,323398839173535.44,1429435072287502.2,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.","Mumbai Angels Network, Social Alpha"
infra.market,2021,2020.0,Construction,Series D,1470588.24,2318464.0906010200,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,Tiger Global
CollegeDekho,2021,2016.0,E-learning,Series B,411764.71,1644522.3110349300,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals","Disrupt ADQ, QIC"
BOX8,2021,2019.0,Food & Beverages,Unknown,470588.24,1250383.2281399000,Mumbai,India's Largest Desi Meals Brand,Tiger Global
Simpl,2021,2018.0,Consumer Services,Series B,470588.24,775298.892422136,Bengaluru,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards","Valar Ventures, IA Ventures"
8i Ventures,2021,2019.0,Venture Capital & Private Equity,Unknown,588235.29,1178454.4307850100,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,Unknown
PayGlocal,2021,2017.0,Financial Services,Series A,57647.06,266361.00673983400,Bengaluru,PayGlocal is a FinTech solving for global payments acceptance,Sequoia Capital India
Curefit,2021,2016.0,"Health, Wellness & Fitness",Unknown,1705882.35,4190988.606351290,Bengaluru,Tata Digital-backed Curefit,Zomato
Pocket FM,2021,2016.0,OTT,Series B,258823.53,534047.7508916330,Bengaluru,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.","Lightspeed, Times Group, Tanglin Venture Partners"
CHARGE+ZONE,2021,2018.0,Automotive,Unknown,117647.06,316046.32317119400,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,Venture Catalysts
PlanetSpark,2021,2014.0,Education Management,Series B,152941.18,265483.89817798800,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
LenDenClub,2021,2015.0,Financial Services,Series A,117647.06,383291.801942795,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
CometChat,2021,2012.0,Computer Software,Series A,117647.06,475767.4526340530,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",Signal Peak Ventures
AgroStar,2021,2018.0,AgriTech,Series D,823529.41,2683737.4826594200,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.","Evolvence, Hero Enterprise"
Bizongo,2021,2019.0,Information Technology & Services,Series D,1176470.59,5561000.95243487,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,Tiger Global
Probus Insurance,2021,2016.0,Insurance,Unknown,78823.53,382894.71899810500,Mumbai,Probus Insurance is a leading InsurTech platform in India.,BlueOrchard Impact Investment Managers
MoEngage,2021,2015.0,Software Startup,Series D,352941.18,899109.3486893980,Bengaluru,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,Steadview Capital
CloudSEK,2021,2018.0,Computer & Network Security,Series A,82352.94,268149.31886642500,Bengaluru,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,MassMutual Ventures
Exponent Energy,2021,2015.0,Automotive,Pre-series A,58823.53,277291.20447312400,Bengaluru,Simplifying energy for EVs by building a Flexible Energy Stack.,YourNest VC
Trinkerr,2021,2015.0,Capital Markets,Series A,77647.06,163759.4597579650,Bengaluru,Trinkerr is India's first social trading platform.,Accel India
Zorro,2021,2018.0,Social network,Seed,376470.59,960821.0283699110,Gurugram,Pseudonymous social network platform,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,2021,2020.0,Automotive,Series C,1764705.88,7223126.273958510,Bengaluru,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,"TVS Motor, Zoho"
NephroPlus,2021,2019.0,Hospital & Health Care,Series E,282352.94,1112590.7535187800,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",IIFL Asset Management
Unremot,2021,2015.0,Information Technology & Services,Seed,8235.29,23092.900330704600,Bengaluru,Unremot is a personal office for consultants!,Inflection Point Ventures
FanAnywhere,2021,2018.0,Financial Services,Seed,323398839173535.44,643711261815051.5,Bengaluru,Celebrity NFT platform,"Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,2021,2018.0,E-learning,Unknown,2352.94,9212.634824373490,Pune,PingoLearn offers language learning courses with snackable videos.,"Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,2021,2018.0,Music,Seed,17647.06,52114.48488606960,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"9Unicorns, Ashneer Grover"
Enmovil,2021,2018.0,Information Technology & Services,Pre-series A,15294.12,34284.88299940970,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,Anicut Angel Fund
ASQI Advisors,2021,2016.0,Financial Services,Pre-series A,11764.71,30410.87971429310,Mumbai,Bringing Blockchain technology intro mainstream finance!,Founders Room Capital
Insurance Samadhan,2021,2013.0,Insurance,Pre-series A,8529.41,27150.38025490620,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,"9Unicorns, ZNL"
Evenflow Brands,2021,2020.0,Consumer Goods,Unknown,5882.35,20021.53432275150,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,Unknown
MasterChow,2021,2019.0,Hauz Khas,Seed,5423.53,22730.541265208100,Food & Beverages,A ready-to-cook Asian cuisine brand,WEH Ventures
Trinkerr,2021,2010.0,Capital Markets,Series A,77647.06,243755.9281039260,Bengaluru,Trinkerr is India's first social trading platform.,Accel India
Zorro,2021,2016.0,Social network,Seed,376470.59,570429.7360406340,Gurugram,Pseudonymous social network platform,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,2021,2018.0,Automotive,Series C,1764705.88,3950920.591217990,Bengaluru,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,"TVS Motor, Zoho"
NephroPlus,2021,2012.0,Hospital & Health Care,Series E,282352.94,734821.0028765360,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",IIFL Asset Management
Unremot,2021,2018.0,Information Technology & Services,Seed,8235.29,31741.27834957330,Bengaluru,Unremot is a personal office for consultants!,Inflection Point Ventures
FanAnywhere,2021,2016.0,Financial Services,Seed,323398839173535.44,1569992236068324.8,Bengaluru,Celebrity NFT platform,"Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,2021,2019.0,E-learning,Unknown,2352.94,10213.261201308100,Pune,PingoLearn offers language learning courses with snackable videos.,"Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,2021,2020.0,Music,Seed,17647.06,44945.74968024480,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"9Unicorns, Ashneer Grover"
Enmovil,2021,1978.0,Information Technology & Services,Pre-series A,15294.12,73782.35366796690,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,Anicut Angel Fund
ASQI Advisors,2021,2020.0,Financial Services,Pre-series A,11764.71,33872.131510977600,Mumbai,Bringing Blockchain technology intro mainstream finance!,Founders Room Capital
Insurance Samadhan,2021,2018.0,Insurance,Pre-series A,8529.41,18688.24207106990,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,"9Unicorns, ZNL"
Evenflow Brands,2021,2012.0,Consumer Goods,Unknown,5882.35,9089.43872974607,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,Unknown
MasterChow,2021,2018.0,Hauz Khas,Seed,5423.53,13694.582728462900,Food & Beverages,A ready-to-cook Asian cuisine brand,WEH Ventures
Pristyn Care,2021,2019.0,Hospital & Health Care,Series E,1129411.76,4033417.7365356400,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal"
Plix,2021,2018.0,"Health, Wellness & Fitness",Series A,58823.53,217523.79674214200,Mumbai,Plant-based nutraceutical firm,"Guild Capital, RPSG Capital Ventures"
Uni Cards,2021,2016.0,Financial Services,Series A,823529.41,1965882.131053650,Bengaluru,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.","General Catalyst, Eight Roads Ventures, Elevation Capital"
Practically,2021,2015.0,E-learning,Unknown,58823.53,289359.5964525140,Hyderabad,An experiential learning app for grades 6th to 12th.,"NB Ventures, Earlsfield Capital"
Nestasia,2021,2021.0,Retail,Series A,47058.82,198629.46304987800,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.","Varun Alagh, Sahil Barua"
Vedic Cosmeceuticals,2021,2019.0,Cosmetics,Series A,376470.59,928930.6468804520,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,Sixth Sense Ventures
Juspay,2021,2020.0,FinTech,Series C,705882.35,3188557.7614931900,Bengaluru,Enable frictionless payments for the billion Indians.,SoftBank Vision Fund 2
TranZact,2021,2020.0,Information Technology & Services,Series A,82352.94,138892.45695526400,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,"Tribe Capital, Prime Venture Partners"
Atomberg,2021,2014.0,Consumer Electronics,Unknown,235294.12,726006.466016777,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,Jungle Ventures
Ola,2021,2019.0,Mobility,Unknown,5882352.94,16331389.531950000,Bengaluru,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",Marquee international institutional investors
Mohalla Tech,2021,2020.0,Social media,Series G,3129411.76,8198271.572322270,Bengaluru,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",Alkeon Capital
Stack,2021,2015.0,Financial Services,Seed,52941.18,140156.5230969650,Bengaluru,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Y Combinator, Harvard Management"
PropReturns,2021,2019.0,Real Estate,Unknown,14117.65,51833.83819470860,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,"Y Combinator﻿, ﻿Goodwater Capital"
WeSkill,2021,2015.0,E-learning,Pre-seed,47058.82,204789.99230343400,Gurugram,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,"Shrishti Sahu, Umang Vohra"
Fitpage,2021,2020.0,"Health, Wellness & Fitness",Unknown,3529.41,8985.96629419042,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.","Astra Ventures, Gaurav Jaitly"
ShopMyLooks,2021,2019.0,Digital platform,Unknown,2352.94,6830.519293731220,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,"Capital A, Collective Artists Network"
ByteLearn,2021,2018.0,E-learning,Seed,111764.71,520762.0042754600,Noida,AI powered teaching assistant for 100 Mn teachers across the world,"Aditya Singhal, Nishant Sinha"
Dista,2021,2017.0,Computer Software,Seed,14117.65,27911.65097329830,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,Pentathlon Ventures
OfBusiness,2021,2020.0,Financial Services,Unknown,3823529.41,7078011.008097160,Gurugram,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II"
Bizongo,2021,2007.0,B2B Ecommerce,Series D,1176470.59,1929893.3682713900,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,Tiger Global
FRND,2021,2019.0,Online Media,Series A,76470.59,335183.7832060800,Bengaluru,FRND is an audio dating app for Bharat,KRAFTON
Metadome,2021,2021.0,Computer Software,Pre-series A,47058.82,209833.76957970200,Bengaluru,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.","Chiratae Ventures, Lenskart Vision Fund"
Keka HR,2021,2020.0,Information Technology & Services,Unknown,18823.53,87006.51067316180,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,Recur Club
Flo Mobility,2021,2014.0,Industrial Automation,Unknown,4705.88,20405.663114552400,Bengaluru,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.","DevX Venture Fund, Blume Founder Fund"
Yodacart,2021,2003.0,E-commerce,Pre-seed,2647.06,9058.452833386270,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,Ajith Daneil
TheHouseMonk,2021,2019.0,Real Estate,Unknown,58823.53,125493.4914484080,Bengaluru,A complete property management software platform for team&customers.,Aurum Proptech
Zepto,2021,2016.0,E-commerce,Unknown,1176470.59,5035571.471425180,Bengaluru,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",Y-Combinator
Sirona Hygiene,2021,2021.0,"Health, Wellness & Fitness",Unknown,117647.06,526731.3438342960,New Delhi,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",The Good Glamm Group
Jumbotail,2021,2017.0,B2B Ecommerce,Series C,1000000.0,3945134.752887620,Bengaluru,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",Invus
Captain Fresh,2021,2016.0,Logistics & Supply Chain,Series B,470588.24,1395952.129314610,Bengaluru,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,"Tiger Global, Prosus Ventures"
Deciwood,2021,2019.0,Consumer Electronics,Unknown,2352.94,6113.0070509245900,New Delhi,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.","Shuru Up, Ankit Kedia, Arun Gupta"
Kohbee,2021,2016.0,E-learning,Pre-seed,2764.71,6207.639517216970,Bengaluru,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.","Ankit Mehrotra, Saurabh Aggarwal"
Perfora,2021,2015.0,Consumer Goods,Pre-seed,3058.82,11893.953293646900,Gurugram,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",Sauce.vc
Unbox Robotics,2021,2015.0,Logistics & Supply Chain,Series A,82352.94,372310.3265882980,Pune,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,"3one4 Capital, Sixth Sense Ventures"
Ninety One,2021,2020.0,Consumer Goods,Series A,352941.18,660823.9822392220,Ahmedabad,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",A91 Partners
Gobillion,2021,2019.0,Social commerce,Seed,34117.65,92302.06188847600,New Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,"YCombinator, Justin Mateen, Pioneer Fund"
RIPPLR,2021,2018.0,Logistics & Supply Chain,Pre-series B,141176.47,640166.6407843760,Bengaluru,India’s first Plug-n-Play distribution ecosystem for brands,"Sojitz Corporation, Stride Ventures"
SK Finance,2021,2016.0,Financial Services,Series F,623529.41,1141180.0033687700,Jaipur,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,"IIFL Wealth, TPG Growth, Norwest Venture Partners"
Eggoz,2021,2020.0,Food & Beverages,Series A,41176.47,115384.37074081300,Gurugram,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,"Nabventures, Avaana Capital"
Fabriclore,2021,2020.0,Apparel & Fashion,Pre-series A,8235.29,41037.683760055500,Jaipur,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.","Fluid Ventures, Mulberry Silks"
Veefin,2021,2019.0,Information Technology & Services,Unknown,35294.12,61898.23933176380,Mumbai,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",Rajesh Rajendran
Verandah,2021,2020.0,Apparel & Fashion,Seed,11764.71,18263.95137979490,Mumbai,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,"Mike Novogratz, Neeraj Arora"
Karkinos Healthcare,2021,2008.0,Hospital & Health Care,Unknown,323398839173535.44,500681458127428.4,Mumbai,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",Reliance Digital Health
OWO Technologies,2021,2020.0,Food & Beverages,Seed,35294.12,100630.03694099400,Gurugram,An ecommerce startup offering online beverages and packaged drinking water,Unknown
EsportsXO,2021,2015.0,Mobile Games,Seed,12941.18,28851.711492978300,Bengaluru,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,We Founder Circle
The Gourmet Jar,2021,2017.0,Food & Beverages,Unknown,1764.71,4787.83934570623,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",DevX Venture Fund
Zorgers,2021,2017.0,Hospital & Health Care,Unknown,323398839173535.44,707315111431567.5,Mohali,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,Ritu Marya Family Office.
BangDB,2021,2021.0,Computer Software,Unknown,323398839173535.44,498700008003268.0,Bengaluru,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,Ten Innovate
